parentCompany,businessName,businessType,expires,street,city,state,zipCode
LUCERO MATTHEWLUCERO BOBBY JEAN,NAVAJO LIQUORS,Liquor Store (city), 11/12/2015,410 E MAIN ST,AGUILAR,CO,810200000
LUCERO MICHAEL,LA MISSION GRILL,Hotel & Restaurant (county), 01/18/2016,7634 MCLAUGHLIN RD,Peyton,CO,808314710
LUCERO-LEYVA INC,EL FARO MEXICAN RESTAURANT,Hotel & Restaurant (city), 01/18/2016,608 CEDAR,Hudson,CO,80642
LUCERO'S LLC,LUCERO'S,Hotel & Restaurant (city), 01/26/2016,10339 FEDERAL BLVD UNIT 300,Westminster,CO,80260
LUCHA CANTINA LLC,LUCHA CANTINA,Hotel & Restaurant (city), 06/23/2016,23 S TEJON ST,Colorado Springs,CO,80903
LUCHA COLORADO LLC,LUCHA AT THE HISTORIC RAM,Hotel & Restaurant (city), 12/06/2015,606 6TH ST,Georgetown,CO,80444
LUCHA LITTLETON LLC,LUCHA CANTINA,Hotel & Restaurant (county), 04/07/2016,8026 WEST BOWLES AVE,Littleton,CO,80123
LUCILES LTD,LUCILE'S CREOLE CAFE,Hotel & Restaurant (city), 03/23/2016,518 KIMBARK,Longmont,CO,805015531
LUCKY 1 LLC,"FRESH NAIL, WAX & DRY BAR 002",Beer & Wine (city), 04/11/2016,8000 E BELLEVIEW AVE  UNIT B-20,Greenwood Village,CO,80111
LUCKY 21 INC,141 SALOON,Tavern (city), 12/07/2015,138 E MAIN ST,NATURITA,CO,81422
LUCKY 7 BAR INC,LUCKY 7 BAR,Tavern (city), 01/22/2016,3031 W FLORIDA AVE,Denver,CO,80219
LUCKY DIVE INC,STAR BAR,Tavern (city), 05/24/2016,2137 LARIMER,Denver,CO,802052016
LUCKY FINS GREELEY LLC,LUCKY FINS,Hotel & Restaurant (city), 04/09/2016,4530 CENTERPLACE DR #330,Greeley,CO,80634
LUCKY FINS LITTLETON LLC,SMOKIN FINS,Hotel & Restaurant (city), 06/08/2016,2575 W MAIN STREET,Littleton,CO,80120
LUCKY LANES OF BRIGHTON INC,LUCKY LANES OF BRIGHTON,Tavern (city), 12/07/2015,1850 E BRIDGE ST,BRIGHTON,CO,806011936
LUCKY PIE LLC,LUCKY PIE PIZZA,Hotel & Restaurant (city), 07/13/2016,637 FRONT ST,LOUISVILLE,CO,800271802
LUCKY STRIKE DENVER LLC,LUCKY STRIKE LANES,Hotel & Restaurant (city), 11/28/2015,500 16TH ST STE 340,Denver,CO,802024284
LUCKYPIE DENVER LLC,LUCKY PIE PIZZA & TAP HOUSE DENVER,Hotel & Restaurant (city), 12/06/2015,1610 16TH STREET,Denver,CO,802021308
LUCKY'S LIQUOR LLC,LUCKY'S LIQUOR,Liquor Store (city), 07/08/2016,700 KEN PRATT BLVD UNIT 202,Longmont,CO,80501
LUGANO WINE & SPIRITS LLC,LUGANO WINE & SPIRITS,Liquor Store (county), 09/04/2015,9597 E ILIFF AVE,Denver,CO,80231
LUIGIS INC,LUIGIS RESTAURANT,Hotel & Restaurant (city), 12/30/2015,947 SO TEJON,COLORADO SPRINGS,CO,809034236
LUJAN ALVIN A,BANK SHOT,Tavern (city), 10/16/2015,1212 8TH STREET,Alamosa,CO,811013039
LUJAN GEORGIA L,A TASTE OF HEAVEN CATERING,Tavern (city), 01/17/2016,2817 NORTH AVE,Grand Junction,CO,81501
LUJAN GINA LOUISE,EL RANCHO RESTAURANT,Tavern (city), 07/14/2016,1901 SANTA FE TRAIL,TRINIDAD,CO,810823609
"LUKCY DIVE TWO, INC.",B-SIDE THE,Hotel & Restaurant (city), 01/13/2016,1336 E 17TH AVE,Denver,CO,80218
LULIT & ADAM INC &7-ELEVEN INC,7-ELEVEN STORE 27492A,3.2% Beer Off Premises (city), 08/28/2015,1670 E 47TH AVE,Denver,CO,802162845
LULU'S BBQ LLC,LULU'S BBQ,Tavern (city), 04/17/2016,701 B MAIN ST,Louisville,CO,800271829
LUMBER BARON INN INC,LUMBER BARON THE,Hotel & Restaurant (city), 07/12/2016,2555 W 37TH AVE,Denver,CO,802112850
"LUMBINI, INC.",LITTLE NEPAL,Hotel & Restaurant (city), 09/22/2015,4820 FLINTRIDGE DR,Colorado Springs,CO,80918
LUMPY RIDGE BREWING COMPANY LLC,LUMPY RIDGE BREWING COMPANY LLC,Wholesale Beer (malt liquor), 03/03/2016,531 SOUTH SAINT VRAIN AVENUE,Estes Park,CO,80517
LUNA RUTILO B,CASA GRANDE RESTAURANT-NIGHT CLUB,Tavern (city), 08/19/2015,2493 S ACADEMY BLVD,COLORADO SPRINGS,CO,809162407
LUNADA INC,LUNADA EATERY & CANTINA,Hotel & Restaurant (city), 09/25/2015,400 W. S. BOULDER ROAD #2900,Lafayette,CO,80026
LUNAMEZZA LTD LIA CO,MEZZALUNA RESTAURANT,Hotel & Restaurant (city), 09/26/2015,600 E COOPER,ASPEN,CO,816112012
LUNAS INC,LUNAS MEXICAN  RESTAURANT,Hotel & Restaurant (city), 09/14/2015,5350 W 64TH AVE,Arvada,CO,800034702
LUNDCO INC,BREWERY BAR II,Hotel & Restaurant (city), 03/27/2016,150 KALAMATH,DENVER,CO,802231437
LUNSFORD ROGER D,COLUMBINE LODGE LIQUORS,3.2% Beer Off Premises (county), 10/28/2015,9940 POUDRE CANYON HWY,BELLVUE,CO,80512
LUPITA'S INC,LUPITA'S MEXICAN RESTAURANT,Hotel & Restaurant (city), 06/16/2016,11809 E COLFAX AVE,Aurora,CO,800102815
LUQUIN VICTOR,RANCHO ALEGRE,Hotel & Restaurant (city), 12/25/2015,1899 S NEVADA AVE,Colorado Springs,CO,809062516
LU'S BUFFALO STOP INC,LU'S BUFFALO STOP INC,3.2% Beer On/Off Premises (county), 09/03/2016,32351 COUNTY RD #52,ILIFF,CO,80736
LUSTRE GALLERY,LUSTRE GALLERY,Art Gallery Permit, 02/05/2016,171 SOUTH PINE ST,Telluride,CO,81435
LUX CONSULTING CORP,BLISS DESIGN STUDIO & GALLERY,Art Gallery Permit, 06/29/2012,201 S MAIN ST,CREEDE,CO,81130
LUX CONSULTING CORP,CREEDE OLIVE CO CREEDE MINI GALLERIE,Art Gallery Permit, 05/26/2013,104 N MAIN,CREEDE,CO,81130
LUZ ESTELA TARIN,TAQUERIA RANCHO ALEGRE,Hotel & Restaurant (city), 03/10/2016,2729 8TH AVE,Garden City,CO,80631
LVGC LLC,PERSIMMON GRILL AT LAKE VALLEY GOLF,Hotel & Restaurant / Optional (county), 05/02/2016,4400 LAKE VALLEY DR,Niwot,CO,805038313
LVM RESTAURANT GROUP LLC,SLICEWORKS,Beer & Wine (city), 09/10/2015,1433 17TH STREET STE 100,Denver,CO,80202
LWP LLC,HOMEWOOD SUITES BY HILTON,Tavern (city), 04/12/2016,139 UNION BLVD,Lakewood,CO,802281803
LXP CORPORATION,M18 MUSIC STUDIO,Beer & Wine (city), 03/05/2016,3480 S GALENA ST #2,Denver,CO,80231
LYCHEN INC,EAST MOON ASIAN BISTRO & SUSHI,Hotel & Restaurant (city), 09/22/2015,10431 TOWN CENTER DR C101,Westminster,CO,800216090
LYG INC,AZZY DISCOUNT LIQUOR,Liquor Store (city), 06/21/2016,13916 E MISSISSIPPI AVE,AURORA,CO,800123603
LYNN DECEW,GALLERY VAN DEWATER,Art Gallery Permit, 06/23/2016,130 WEST 1ST STREET,Salida,CO,81201
LYONS LIQUOR LLC,LYONS DEN FINE WINE & SPIRITS,Liquor Store (city), 03/08/2016,5332 DTC BLVD #500,Greenwood Village,CO,801113331
LYONS SOULDISTILLING LLC,LYONS SOULDISTILLING LLC,Wholesale (vinous & spirituous), 05/09/2013,339 MAIN ST UNIT D,LYONS,CO,80540
LZJ INC,MAKINO ASIAN BISTRO,Hotel & Restaurant (city), 07/01/2016,5760 N ACADEMY BLVD,Colorado Springs,CO,80918
M & A ENTERPRISES AND 7-ELEVEN INC,7- ELEVEN STORE 13196B,3.2% Beer Off Premises (city), 11/06/2015,1277 E HAMPDEN,ENGLEWOOD,CO,801132916
"M & H ENTERPRISES, LLC",SUSHI UOKURA,Hotel & Restaurant (county), 10/06/2015,815 NILE COURT,Golden,CO,80401
M & J RESTAURANTS LLC,GOODFELLA'S RESTAURANT & BAKERY,Beer & Wine (city), 07/30/2016,623 KEN PRATT BLVD,Longmont,CO,80501
M & M CORPORATION,CONOCO AT SPEER & ZUNI,3.2% Beer Off Premises (city), 09/10/2015,2727 ZUNI ST,DENVER,CO,802114317
M & M HOME DINNING SERVICE LLC,MAWA'S KITCHEN,Hotel & Restaurant (county), 12/16/2015,305 F ASPEN BUSINESS CENTER,Aspen,CO,81611
M & M MIDTOWN LIQUOR LLC,M & M MIDTOWN LIQUOR,Liquor Store (city), 09/17/2015,905 W 4TH ST,Pueblo,CO,81003
M & M PIZZA COMPANY LLC,AJ'S PIZZERIA,Beer & Wine (city), 03/14/2016,751 GOLD HILL PLACE S,Woodland Park,CO,80863
M & M VAIL INC,EL SABOR,Hotel & Restaurant (city), 01/03/2016,660 W LIONSHEAD PL UNITS H-214-15 H301-04-05,Vail,CO,81657
M & SONS LLC,PIZZA BAR CO 66,Hotel & Restaurant (city), 11/13/2015,430 MAIN STREET,Lyons,CO,80540
M &J B LLC,IRISH HOUSE IV,Tavern (city), 10/08/2015,2001 E. PLATTE AVENUE,Colorado Springs,CO,80909
M AND J INC,WESTBROOK WINE AND SPIRITS,Liquor Store (city), 02/09/2016,9100 W 100th AVE B-11 & B-12,Westminster,CO,80021
M AND M INC,MEEKER CAFE,Hotel & Restaurant (city), 08/04/2015,534 MAIN ST,Meeker,CO,81641
M AND M'S INC,M AND M'S,Tavern (city), 03/17/2016,2621 1/2 WELTON ST,Denver,CO,802052911
M B DELI INC,TWO BROTHERS DELI,Hotel & Restaurant (city), 04/09/2016,1424-1428 MINER ST,Idaho Springs,CO,80452
M B H LTD,ENGLENOOK RESTAURANT & LOUNGE,Tavern (city), 07/06/2016,3470 S BROADWAY,Englewood,CO,801132529
M DEL R C INCORPORATED,LA MARIPOSA LYONS,Hotel & Restaurant (city), 10/13/2015,112 E MAIN ST,Lyons,CO,80540
M F ENTERPRISES LLC,CELTIC HOUSE PUB,Tavern (city), 08/12/2015,16522 KEYSTONE BLVD#H,Parker,CO,80134
M F M LLC,STAGECOACH THE,Hotel & Restaurant (county), 02/27/2016,2077 N STATE HIGHWAY 83,Franktown,CO,80116
M F THOMAS INC AND 7-ELEVEN  INC,7-ELEVEN STORE 22596B,3.2% Beer Off Premises (city), 04/26/2016,840 LASHLEY ST,LONGMONT,CO,805015161
M H MALL INC,AVOGADROS NUMBER,Hotel & Restaurant (city), 05/04/2016,605 S MASON ST,Fort Collins,CO,805243007
M J A R CORP WOLF STANLEY ET AL,MASON JAR THE,Hotel & Restaurant (city), 08/13/2016,2925 W COLO AVE,Colorado Springs,CO,809042445
M R MADER ENTERPRISE LLC,IRONWORKS BREWERY & PUB,Brew Pub (city), 01/15/2016,12354 W ALAMEDA PKWY #E,LAKEWOOD,CO,802282852
M S Y INC,GOLDSMITH DISCOUNT LIQUOR,Liquor Store (city), 03/29/2016,8000 E QUINCY AVE SUITES 2100 & 2300,DENVER,CO,802372378
M T COLLINS  LLP,VINTAGES WINE & SPIRIT,Liquor Store (city), 10/20/2015,9 S TEJON AVE,Colorado Springs,CO,809031505
M&A LLC,CORONADO LIQUORS,Liquor Store (county), 08/13/2015,1991 CORONADO PARKWAY N,Thornton,CO,80229
M&G PIZZA PASTA CORP,ANTHONY'S PIZZA & PASTA,Hotel & Restaurant (city), 03/27/2016,10890 E DARTMOUTH AVE,Denver,CO,802024845
M&H INC,BENT'S FORT INN,Hotel & Restaurant (county), 08/28/2015,10950 E US 50,Las Animas,CO,81054
M&H LIQUOR CORP,M & H DISCOUNT LIQUORS,Liquor Store (city), 09/25/2015,1155 S HAVANA ST #65,AURORA,CO,800124017
M&J GREWAL INC & 7-ELEVEN INC,7-ELEVEN STORE 24398A,3.2% Beer Off Premises (city), 05/07/2016,3306 FOUNTAIN BLVD,Colorado Springs,CO,809101732
M&L LIQUORS INC,44TH AVENUE LIQUORS,Liquor Store (city), 02/04/2016,2300 W 44TH AVE,DENVER,CO,802111506
M&M FOOD STORES INC,M&M FOODS,3.2% Beer Off Premises (city), 05/25/2016,1004 W 29TH ST,PUEBLO,CO,810081122
M&M INC,AURORA PLAZA LIQUORS,Liquor Store (city), 03/09/2016,677 PEORIA ST,AURORA,CO,800118228
M&R MARKET INC &7-ELEVEN INC,7 ELEVEN STORE 13194A,3.2% Beer Off Premises (city), 07/31/2015,1107 SANTA FE DR,DENVER,CO,802043543
M&S WHEATLEY ENTERPRISES LLC,TERRACE INN THE,Hotel & Restaurant (city), 11/03/2015,813 GRAND AVE,Grand Lake,CO,80447
M2 INC,LIQUOR DADDY,Liquor Store (county), 10/16/2015,6960 N BROADWAY,Denver,CO,80221
"M4 ENTERTAINMENT, LLC",DIZZY FAMILY FUN CENTER,Tavern (city), 04/08/2016,"455 WEAVER PARK ROAD, SUITE 100",Longmont,CO,80501
MA REILLYS LLC,SCRUFFY MURPHYS,Tavern (city), 09/28/2015,2030 LARIMER ST,Denver,CO,802052015
MAA DELTA SUNDANCE HOSPITALITY LLC,DAYS INN SUNDANCE,Hotel & Restaurant (city), 08/14/2015,903 MAIN ST,Delta,CO,81416
"MAADI, LLC",BLUE NILE FOOD & CIGARETTES,3.2% Beer Off Premises (city), 12/14/2015,10890 E DARTMOUTH AVE,Denver,CO,80014
MAC ACQUISITION  LLC,ROMANOS MACARONI GRILL,Hotel & Restaurant (city), 12/07/2015,10411 TOWN CENTER DR,Westminster,CO,800216067
MAC ACQUISITION LLC,ROMANOS MACARONI GRILL,Hotel & Restaurant (county), 03/09/2016,8156 W BOWLES AVE,LITTLETON,CO,801233050
MAC ACQUISITION LLC,ROMANOS MACARONI GRILL,Hotel & Restaurant (city), 02/19/2016,14241 E ALAMEDA AVE,Aurora,CO,800122534
MAC ACQUISITION LLC,ROMANOS MACARONI GRILL,Hotel & Restaurant (city), 04/13/2016,14245 W COLFAX AVE,LAKEWOOD,CO,80212
MAC ACQUISITION LLC,R0MANOS MACARONI GRILL,Hotel & Restaurant (city), 02/19/2016,2510 TENDERFOOT HILL ST,COLORADO SPRINGS,CO,809063998
MAC ACQUISITION LLC,ROMANOS MACARONI GRILL,Hotel & Restaurant (city), 01/25/2016,4627 S TIMBERLINE RD,FT COLLINS,CO,805283004
MAC ACQUISITION LLC,ROMANOS MACARONI GRILL,Hotel & Restaurant (city), 01/25/2016,7979 E ARAPAHOE RD,Greenwood Village,CO,801111379
"MACH5 ENTERPRISES, INC",CASTLE PINES WINE & SPIRITS,Liquor Store (city), 09/01/2015,"62 FOUNDERS PKWY, UNIT J",Castle Rock,CO,80104
MACHETE LLC,MACHETE,Hotel & Restaurant (city), 02/05/2016,1730 WYNKOOP ST,Denver,CO,80202
MACHETE LLC,MACHETE,Tavern (city), 09/07/2015,2817 E 3RD AVE UNIT #F&G,DENVER,CO,802064900
MACKENZIE PLACE UNION LLC,MACKENZIE PLACE,Hotel & Restaurant (city), 04/20/2016,1605-1655 ELM CREEK VIEW LN,Colorado Springs,CO,809077180
MACKINAWS LLC,MACKINAWS BAR & GRILL,Hotel & Restaurant (county), 05/16/2016,6862 US HWY 34 UNIT A,Granby,CO,80446
MAC'S LIQUOR STORE INC,MAC'S LIQUORS,Liquor Store (city), 11/30/2015,1005 5TH ST,Calhan,CO,808088826
MAC'S LIQUORS INCORPORATED,MAC'S LIQUORS,Liquor Store (city), 07/19/2016,3124 MAIN AVE,DURANGO,CO,813014247
MAC'S PUB & GRILL LTD,MAC'S PUB & GRILL,Hotel & Restaurant (city), 12/28/2015,114 E MAIN,Florence,CO,81226
MACSTIN INC,ANCIENT MARINER,Tavern (city), 09/12/2016,962 MANITOU AVE,Manitou Springs,CO,808291759
MAD COW LLC THE,MAD COW THE,Hotel & Restaurant (city), 06/24/2015,"800 9TH ST, STE A",Greeley,CO,806311171
MAD DOG CAFE INC,OLD MAD DOG,Hotel & Restaurant (city), 06/18/2016,300 HWY 92,Crawford,CO,81415
MAD GREENS LLC,MAD GREENS,Hotel & Restaurant (city), 09/18/2015,1200 ACOMA ST A101,DENVER,CO,802023627
MAD RUSSIAN CAFE LLC,MAD RUSSIAN CAFE,Beer & Wine (city), 03/24/2016,2100 COUNTRY CLUB PKWY,Milliken,CO,805439621
MADCAP THEATER INC,MADCAP THEATER,Beer & Wine (city), 04/19/2016,10679 WESTMINSTER BLVD,Westminster,CO,80020
MADE WITH LOVE FOODS LLC,YUM YUM'S RESTAURANT,Hotel & Restaurant (city), 12/12/2015,1300 W ELIZABETH ST,Fort Collins,CO,80521
MADELINE JONES INC,5TH AVENUE GRILLE,Hotel & Restaurant (city), 12/02/2015,423 MAIN ST,FRISCO,CO,80443
MADERA EVERARDO,TACO UNICO,Hotel & Restaurant (city), 11/13/2015,1411 S SHERIDAN BLVD,Lakewood,CO,802325960
MADISON HOSPITALITY LLC,TAG BURGER BAR,Hotel & Restaurant (city), 11/08/2015,1222 MADISON ST,Denver,CO,802063440
MADISONS WINE HOUSE LLC,WINE HOUSE,Liquor Store (city), 08/03/2016,301 6TH STREET,Crested Butte,CO,81224
MADRID LOUNGE INC,MADRID LOUNGE,Tavern (city), 12/31/2015,5127 W 64TH AVE,Arvada,CO,800036531
MAG INC & 7-ELEVEN INC,7-ELEVEN STORE 34921A,3.2% Beer Off Premises (city), 03/30/2016,2350 HANCOCK EXPY,Colorado Springs,CO,80910
MAGELLAN WINE IMPORTS INC,MAGELLAN WINE IMPORTS INC,Importer (vinous & spirituous), 11/02/2015,6246 RED CANYON DR #F,Highlands Ranch,CO,801305834
MAGGIANO'S HOLDING CORPORATION,MAGGIANO'S LITTLE ITALY,Hotel & Restaurant (county), 08/07/2015,7401 S CLINTON ST,Englewood,CO,801123655
MAGGIANO'S HOLDING CORPORATION,MAGGIANO'S LITTLE ITALY,Hotel & Restaurant (city), 11/30/2015,500 16TH ST STE 150,DENVER,CO,802024265
MAGGIE AND KAT LLC,BOISE TAVERN,Tavern (city), 01/11/2016,1475 BOISE AVE #4,Loveland,CO,805384286
MAGGIE SMITHS LLC,MAGGIE SMITHS IRISH PUB,Hotel & Restaurant (city), 04/06/2016,6631 S PEORIA ST,Centennial,CO,801116414
MAGGIE'S GENERAL STORE LLC,STAGECOACH WINE AND LIQUOR,Liquor Store (county), 04/23/2016,18880 US HWY 24,Peyton,CO,80831
MAGGIES PIZZA LLC,MAGGIES PIZZA,Beer & Wine (city), 10/23/2015,1615 GRAND AVE,NORWOOD,CO,81425
MAGIC WAND SERVICES INC,PAGOSA PEAKS PIZZA,Hotel & Restaurant (county), 07/07/2016,10 SOLOMON DR,Pagosa Springs,CO,811479435
MAGICO LLC,SPUNTINO,Hotel & Restaurant (city), 05/22/2016,2639 W 32ND AVE,Denver,CO,80211
MAGUSTOS LLC,MAGUSTOS,Hotel & Restaurant (city), 02/15/2016,101 MAIN ST,MINTURN,CO,81645
MAHALO BEVERAGES LLC,TRI-R LIQUORS,Liquor Store (city), 12/27/2015,620 EAST BRIDGE ST,Hotchkiss,CO,81419
MAHLKE ENTERPRISES INC,NEW YORK PIZZERIA,Beer & Wine (city), 09/05/2015,600 S HOLLY ST #113,Denver,CO,802461447
MAHOGANY RIDGE BREWING COMPANY,ELDO THE,Brew Pub (city), 10/30/2015,215 ELK AVE,Crested Butte,CO,81224
MAHON INC,LARIAT BAR,Tavern (city), 09/10/2015,206 E MAIN ST,BUENA VISTA,CO,812119724
MAIN EVENT INC,CLUB AT INDIAN HILLS THE,Hotel & Restaurant / Optional (city), 08/19/2015,5294 COUNTY ROAD 39,Yuma,CO,80759
MAIN EVENT INC,MAIN EVENT,Tavern (city), 06/27/2015,420 W 8TH AVE,Yuma,CO,807592612
MAIN EVENT LLC,MAIN EVENT,Tavern (city), 08/13/2015,42 CO RD 250  #400,Durango,CO,81301
MAIN ST BANQUET HALLLLC,MAIN STREET BANQUET HALL,Tavern (city), 12/01/2015,209 N MAIN ST STE 101,PUEBLO,CO,810033216
MAIN STREET 213 LLC,CHAPPY'S BAR & GRILL,Hotel & Restaurant (city), 11/04/2015,213 MAIN ST,Westcliffe,CO,81252
MAIN STREET HOUSE INN LLC,MAIN STREET HOUSE INN,Tavern (city), 05/05/2016,334 MAIN STREET,Ouray,CO,81427
MAIN STREET MANAGEMENT LLC,FAIRFIELD INN & SUITES,Tavern (city), 01/20/2016,225 MAIN STREET,Grand Junction,CO,815017803
MAIN STREET MANAGEMENT LLC,SPRING HILL SUITES,Tavern (city), 07/17/2015,236 MAIN ST,Grand Junction,CO,815017804
MAIN STREET TAVERN LTD,SUMMIT STEAKHOUSE,Hotel & Restaurant (city), 02/26/2016,2700 S HAVANA ST,Aurora,CO,80014
MAINLINE LLC,MAINLINE THE,Hotel & Restaurant (city), 10/10/2015,125 S COLLEGE AVE,Fort Collins,CO,805242808
MAINSTREET LIQUOR LLC,MAINSTREET LIQUOR,Liquor Store (city), 05/21/2016,10970 S PARKER RD UNIT A-6-8,Parker,CO,80134
MAISON DE LA VIE LTD,Golden Moon Distillery,Manufacturer (distillery & rectifier), 10/17/2015,412 Violet Street,Golden,CO,80401
MAISON LA BELLE VIE INC,MAISON LA BELLE VIE INC,Limited Winery, 04/02/2016,3575 G ROAD,Palisade,CO,81526
MAISON LA BELLE VIE INC,MAISON LA BELLE VIE INC,Wine Delivery Permit, 10/31/2015,3575 G ROAD,Palisade,CO,81526
MAJ PIZZA INC,LEON GESSIS NEW YORK PIZZA,Beer & Wine (city), 06/20/2016,1806 PALMER PARK BLVD,COLORADO SPRINGS,CO,809092934
MAJESTIC EAST CORP THE,ROCK RESTAURANT & BAR THE,Hotel & Restaurant (city), 10/15/2015,22934 E SMOKY HILL RD,Aurora,CO,800161382
MAJESTIC LIQUOR LLC,MAJESTIC LIQUOR,Liquor Store (city), 03/10/2016,12385 W 58TH AVE,ARVADA,CO,800021210
MAJOR BEVERAGE LTD,MAJOR BEVERAGE LTD,Wholesale (vinous & spirituous), 12/23/2015,7023 E COLFAX AVE,Denver,CO,80220
MAKIN MOVES LLC,CHEBA HUT TOASTED SUBS - BOULDER,Hotel & Restaurant (city), 04/19/2016,1315-1319 COLLEGE AVE,Boulder,CO,80302
MALABO LLC,GC DISCOUNT LIQUORS,Liquor Store (city), 09/03/2015,200 WEST GRAND AVENUE,GRAND JUNCTION,CO,815057304
MALATA INC,FELICE'S PIZZERIA,Hotel & Restaurant (city), 03/07/2016,1725 W PUEBLO BLVD,PUEBLO,CO,810043854
MALEM LLC,MESKEREM RESTAURANT,Hotel & Restaurant (city), 10/15/2015,1121 S PEORIA ST,Aurora,CO,80012
MALHOTRA LLC,LITTLE INDIA RESTAURANT,Hotel & Restaurant (city), 10/26/2015,1533 CHAMPA ST,Denver,CO,802022908
"MALKIT SINGH, INC.",LK LIQUORS,Liquor Store (city), 01/07/2016,2850 S ACADEMY #120,Colorado Springs,CO,80916
MALMART INC,MALMART CONOCO,3.2% Beer Off Premises (city), 11/01/2015,3400 COLORADO BLVD,Denver,CO,802053812
MALO  LLC,B TOWN,Liquor Store (city), 01/08/2016,5360 ARAPAHOE AVE STE C,Boulder,CO,803038105
MALONE'S CLUB HOUSE GRILL LLC,MALONE'S CLUB HOUSE GRILL,Hotel & Restaurant (city), 01/07/2016,14455 W 64TH AVE BLDG 3C UNIT B,ARVADA,CO,800043538
MALONEY'S ON MARKET LLC,MALONEY'S TAVERN,Tavern (city), 10/17/2015,1432 MARKET ST,DENVER,CO,802021707
MALWA INC,LIQUOR DEPOT,Liquor Store (city), 08/12/2015,5138 S BROADWAY,ENGLEWOOD,CO,801136706
MAMA BEAR'S LLC,MAMA BEAR'S,Hotel & Restaurant (city), 06/30/2013,612 GRAND AVE,GRAND LAKE,CO,80447
MAMA LU'S INC,LU'S MAIN ST CAFE,Hotel & Restaurant (city), 06/16/2016,609 MAIN ST,Blanca,CO,81123
MAMA LU'S INC,OLD WEST CAFE,Hotel & Restaurant (county), 07/08/2016,403 MIRANDA,FT GARLAND,CO,81133
MAMMOTH MTN MAIN STREET LLC,PIZZERIA 8852,Hotel & Restaurant (county), 04/30/2016,107 NORTH MAIN STREET,Creede,CO,81130
MANCOS BREWING COMPANY LLC,MANCOS BREWING COMPANY,Brew Pub (city), 07/10/2016,550 RAILROAD AVE,Mancos,CO,81328
MANCOS LIQUOR LLC,MANCOS LIQUOR,Liquor Store (city), 05/29/2016,160 E FRONTAGE RD,Mancos,CO,81328
MANCOS VALLEY DISTILLERY LLC,MANCOS VALLEY DISTILLERY LLC,Manufacturer (distillery & rectifier), 05/12/2016,116 N MAIN,Mancos,CO,81328
MANDARIN INC,MANDARIN RESTAURANT,Hotel & Restaurant (city), 05/19/2013,240 W 29TH ST,PUEBLO,CO,810081004
MANGIA INC,RIGGIO'S RESTAURANT,Hotel & Restaurant (city), 11/21/2015,1106 LINCOLN AVE,Steamboat Springs,CO,804875013
MANGIA MANGIA LLC,MANGIA MANGIA,Hotel & Restaurant (city), 10/13/2015,407 E GRACE AVE,WOODLAND PARK,CO,808633127
MANGIAMO PRONTO LLC,MANGIAMO PRONTO!,Hotel & Restaurant (city), 08/11/2016,1601 17TH ST,Denver,CO,802021203
MANGUM ENTERPRISES INC,BEAR CREEK LIQUOR,Liquor Store (city),,1840 EAST MAIN,Montrose,CO,81401
MANGUSO INC & 7-ELEVEN INC,7-ELEVEN STORE 33481A,3.2% Beer Off Premises (city), 10/25/2015,399 N WASHINGTON AVE,GOLDEN,CO,804031427
MANHATTAN BAR INC,"MANHATTAN BAR, INC.",Tavern (city), 11/08/2015,618 HARRISON AVENUE,Leadville,CO,804613560
MANIHANI INC,LAKE PLAZA LIQUOR,Liquor Store (city), 04/28/2016,9118 WEST 88TH AVENUE,Westminster,CO,80005
MANITOU ART THEATRE THE,MILLIBO ART THEATRE THE,Arts License (city), 02/23/2016,1626 S TEJON ST,Colorado Springs,CO,80906
MANITOU BREWING COMPANY LLC,MANITOU BREWING COMPANY,Brew Pub (city), 08/08/2016,"725 MANITOU AVE STE 3,4,5 & 6",Manitou Springs,CO,80829
MANITOU COMMONWHEEL ARTISTS ASSOCIATION LLC,COMMONWHEEL ARTISTS COOP,Art Gallery Permit, 02/27/2016,102 CANON AVENUE,Manitou Springs,CO,80829
MANITOU RESTAURANT GROUP INC,BOODADS,Tavern (city), 02/16/2016,819 MANITOU AVENUE,Manitou Springs,CO,80829
MANJAL INC AND 7 ELEVEN INC,7-ELEVEN STORE 25907B,3.2% Beer Off Premises (city), 06/08/2016,3200 E 45TH AVE,Denver,CO,802154133
MANJINDER SINGH INC & 7-ELEVEN,7-ELEVEN STORE 25265A,3.2% Beer Off Premises (city), 12/12/2015,201 WEST FILMORE,COLORADO SPRINGS,CO,809076156
MANOR HOUSE INC THE,THE MANOR HOUSE,Hotel & Restaurant (county), 10/23/2015,1 MANOR HOUSE ROAD,Littleton,CO,80127
MANOR VAIL CONDOMNUM ASSOC INC,MANOR VAIL LODGE ASSOC INC,Hotel & Restaurant (city), 12/31/2015,595 E VAIL VALLEY DR,VAIL,CO,816574558
MANSFIELD GARY,RIVER SONG,Bed & Breakfast Permit, 08/21/2015,1766 LOWER BROADVIEW RD,Estes Park,CO,80517
MANTELLI,MANTELLI'S,Tavern (city), 12/25/2015,137 W MAIN,Trinidad,CO,810822617
MAR LAU ENTERPRISES INC,M G M'S RESTAURANT & LOUNGE,Tavern (city), 06/30/2016,4801 MORRISON RD,DENVER,CO,802192236
MARBLE DISTILLING COMPANY LLC,MARBLE DISTILLING COMPANY LLC,Wholesale (vinous & spirituous), 09/10/2015,150 MAIN ST,Carbondale,CO,81623
